,VID,Type,Number,Republicans,Democrats,Others
48502,15438,Yea,28,28,0,0
48503,15438,Nay,67,14,53,0
48504,15438,Not Voting,5,2,3,0
48505,15439,Yea,95,41,54,0
48506,15439,Nay,3,3,0,0
48507,15439,Not Voting,2,0,2,0
48508,15440,Yea,74,39,35,0
48509,15440,Nay,22,4,18,0
48510,15440,Not Voting,4,1,3,0
48511,15441,Yea,66,37,29,0
48512,15441,Nay,32,7,25,0
48513,15441,Not Voting,2,0,2,0
48514,15442,Yea,94,40,54,0
48515,15442,Nay,4,4,0,0
48516,15442,Not Voting,2,0,2,0
48517,15443,Yea,51,31,20,0
48518,15443,Nay,47,13,34,0
48519,15443,Not Voting,2,0,2,0
48520,15444,Yea,28,27,1,0
48521,15444,Nay,70,17,53,0
48522,15444,Not Voting,2,0,2,0
48523,15445,Yea,94,40,54,0
48524,15445,Nay,4,4,0,0
48525,15445,Not Voting,2,0,2,0
48526,15446,Yea,63,9,54,0
48527,15446,Nay,35,35,0,0
48528,15446,Not Voting,2,0,2,0
48529,15447,Yea,67,14,53,0
48530,15447,Nay,31,30,1,0
48531,15447,Not Voting,2,0,2,0
48532,15448,Yea,54,5,49,0
48533,15448,Nay,44,39,5,0
48534,15448,Not Voting,2,0,2,0
48535,15449,Yea,56,5,51,0
48536,15449,Nay,42,38,4,0
48537,15449,Not Voting,2,1,1,0
48538,15450,Yea,97,43,54,0
48539,15450,Nay,1,1,0,0
48540,15450,Not Voting,2,0,2,0
48541,15451,Yea,78,27,51,0
48542,15451,Nay,13,13,0,0
48543,15451,Not Voting,9,4,5,0
48544,15452,Yea,70,24,46,0
48545,15452,Nay,13,13,0,0
48546,15452,Not Voting,17,7,10,0
48547,15453,Yea,86,31,55,0
48548,15453,Nay,13,12,1,0
48549,15453,Not Voting,1,1,0,0
48550,15454,Yea,56,0,56,0
48551,15454,Nay,43,43,0,0
48552,15454,Not Voting,1,1,0,0
48553,15455,Yea,56,0,56,0
48554,15455,Nay,43,43,0,0
48555,15455,Not Voting,1,1,0,0
48556,15456,Yea,56,0,56,0
48557,15456,Nay,43,43,0,0
48558,15456,Not Voting,1,1,0,0
48559,15457,Yea,56,0,56,0
48560,15457,Nay,44,44,0,0
48561,15458,Yea,55,0,55,0
48562,15458,Nay,44,44,0,0
48563,15458,Not Voting,1,0,1,0
48564,15459,Yea,56,0,56,0
48565,15459,Nay,44,44,0,0
48566,15460,Yea,55,0,55,0
48567,15460,Nay,44,44,0,0
48568,15460,Not Voting,1,0,1,0
48569,15461,Yea,55,0,55,0
48570,15461,Nay,44,44,0,0
48571,15461,Not Voting,1,0,1,0
48572,15462,Yea,56,0,56,0
48573,15462,Nay,43,43,0,0
48574,15462,Not Voting,1,1,0,0
48575,15463,Yea,56,0,56,0
48576,15463,Nay,43,43,0,0
48577,15463,Not Voting,1,1,0,0
48578,15464,Yea,37,34,3,0
48579,15464,Nay,61,9,52,0
48580,15464,Not Voting,2,1,1,0
48581,15465,Yea,69,16,53,0
48582,15465,Nay,30,27,3,0
48583,15465,Not Voting,1,1,0,0
48584,15466,Yea,93,44,49,0
48585,15466,Nay,6,0,6,0
48586,15466,Not Voting,1,0,1,0
48587,15467,Yea,93,42,51,0
48588,15467,Nay,3,1,2,0
48589,15467,Not Voting,4,1,3,0
48590,15468,Yea,94,42,52,0
48591,15468,Nay,0,0,0,0
48592,15468,Not Voting,6,2,4,0
48593,15469,Yea,29,1,28,0
48594,15469,Nay,65,40,25,0
48595,15469,Not Voting,6,3,3,0
48596,15470,Yea,44,44,0,0
48597,15470,Nay,54,0,54,0
48598,15470,Not Voting,2,0,2,0
48599,15471,Yea,54,0,54,0
48600,15471,Nay,44,44,0,0
48601,15471,Not Voting,2,0,2,0
48602,15472,Yea,54,9,45,0
48603,15472,Nay,43,35,8,0
48604,15472,Not Voting,3,0,3,0
48605,15473,Yea,56,11,45,0
48606,15473,Nay,38,30,8,0
48607,15473,Not Voting,6,3,3,0
48608,15474,Yea,98,43,55,0
48609,15474,Nay,0,0,0,0
48610,15474,Not Voting,2,1,1,0
48611,15475,Yea,43,18,25,0
48612,15475,Nay,56,26,30,0
48613,15475,Not Voting,1,0,1,0
48614,15476,Yea,79,42,37,0
48615,15476,Nay,20,2,18,0
48616,15476,Not Voting,1,0,1,0
48617,15477,Yea,66,19,47,0
48618,15477,Nay,33,25,8,0
48619,15477,Not Voting,1,0,1,0
48620,15478,Yea,72,22,50,0
48621,15478,Nay,27,22,5,0
48622,15478,Not Voting,1,0,1,0
48623,15479,Yea,32,10,22,0
48624,15479,Nay,66,33,33,0
48625,15479,Not Voting,2,1,1,0
48626,15480,Yea,71,24,47,0
48627,15480,Nay,27,19,8,0
48628,15480,Not Voting,2,1,1,0
48629,15481,Yea,72,38,34,0
48630,15481,Nay,24,4,20,0
48631,15481,Not Voting,4,2,2,0
48632,15482,Yea,35,34,1,0
48633,15482,Nay,61,8,53,0
48634,15482,Not Voting,4,2,2,0
48635,15483,Yea,80,27,53,0
48636,15483,Nay,11,11,0,0
48637,15483,Not Voting,9,6,3,0
48638,15484,Yea,76,27,49,0
48639,15484,Nay,14,13,1,0
48640,15484,Not Voting,10,4,6,0
48641,15485,Yea,51,38,13,0
48642,15485,Nay,49,6,43,0
48643,15486,Yea,54,37,17,0
48644,15486,Nay,44,7,37,0
48645,15486,Present,1,0,1,0
48646,15486,Not Voting,1,0,1,0
48647,15487,Yea,57,38,19,0
48648,15487,Nay,41,6,35,0
48649,15487,Present,1,0,1,0
48650,15487,Not Voting,1,0,1,0
48651,15488,Yea,34,30,4,0
48652,15488,Nay,66,14,52,0
48653,15489,Yea,34,34,0,0
48654,15489,Nay,65,10,55,0
48655,15489,Not Voting,1,0,1,0
48656,15490,Yea,93,40,53,0
48657,15490,Nay,4,3,1,0
48658,15490,Not Voting,3,1,2,0
48659,15491,Yea,59,35,24,0
48660,15491,Nay,35,6,29,0
48661,15491,Not Voting,6,3,3,0
48662,15492,Yea,52,36,16,0
48663,15492,Nay,46,8,38,0
48664,15492,Not Voting,2,0,2,0
48665,15493,Yea,53,36,17,0
48666,15493,Nay,45,8,37,0
48667,15493,Present,1,0,1,0
48668,15493,Not Voting,1,0,1,0
48669,15494,Yea,69,18,51,0
48670,15494,Nay,30,26,4,0
48671,15494,Not Voting,1,0,1,0
48672,15495,Yea,91,37,54,0
48673,15495,Nay,8,7,1,0
48674,15495,Not Voting,1,0,1,0
48675,15496,Yea,45,8,37,0
48676,15496,Nay,55,36,19,0
48677,15497,Yea,52,8,44,0
48678,15497,Nay,48,36,12,0
48679,15498,Yea,50,37,13,0
48680,15498,Nay,50,7,43,0
48681,15499,Yea,88,40,48,0
48682,15499,Nay,12,4,8,0
48683,15500,Yea,73,24,49,0
48684,15500,Nay,27,20,7,0
48685,15501,Yea,93,39,54,0
48686,15501,Nay,3,1,2,0
48687,15501,Not Voting,4,4,0,0
48688,15502,Yea,68,31,37,0
48689,15502,Nay,14,4,10,0
48690,15502,Not Voting,18,9,9,0
48691,15503,Yea,50,27,23,0
48692,15503,Nay,30,6,24,0
48693,15503,Not Voting,20,11,9,0
48694,15504,Yea,3,3,0,0
48695,15504,Nay,67,28,39,0
48696,15504,Not Voting,30,13,17,0
48697,15505,Yea,53,3,50,0
48698,15505,Nay,47,41,6,0
48699,15506,Yea,53,3,50,0
48700,15506,Nay,46,40,6,0
48701,15506,Not Voting,1,1,0,0
48702,15507,Yea,89,42,47,0
48703,15507,Nay,8,0,8,0
48704,15507,Not Voting,3,2,1,0
48705,15508,Yea,42,36,6,0
48706,15508,Nay,58,8,50,0
48707,15509,Yea,100,44,56,0
48708,15509,Nay,0,0,0,0
48709,15510,Yea,100,44,56,0
48710,15510,Nay,0,0,0,0
48711,15511,Yea,57,2,55,0
48712,15511,Nay,42,41,1,0
48713,15511,Not Voting,1,1,0,0
48714,15512,Yea,53,6,47,0
48715,15512,Nay,44,37,7,0
48716,15512,Not Voting,3,1,2,0
48717,15513,Yea,76,42,34,0
48718,15513,Nay,22,1,21,0
48719,15513,Not Voting,2,1,1,0
48720,15514,Yea,60,13,47,0
48721,15514,Nay,38,30,8,0
48722,15514,Not Voting,2,1,1,0
48723,15515,Yea,39,34,5,0
48724,15515,Nay,59,9,50,0
48725,15515,Not Voting,2,1,1,0
48726,15516,Yea,38,30,8,0
48727,15516,Nay,57,12,45,0
48728,15516,Not Voting,5,2,3,0
48729,15517,Yea,95,41,54,0
48730,15517,Nay,0,0,0,0
48731,15517,Not Voting,5,3,2,0
48732,15518,Yea,56,37,19,0
48733,15518,Nay,38,4,34,0
48734,15518,Not Voting,6,3,3,0
48735,15519,Yea,94,41,53,0
48736,15519,Nay,0,0,0,0
48737,15519,Not Voting,6,3,3,0
48738,15520,Yea,84,33,51,0
48739,15520,Nay,9,7,2,0
48740,15520,Not Voting,7,4,3,0
48741,15521,Yea,16,0,16,0
48742,15521,Nay,72,38,34,0
48743,15521,Not Voting,12,6,6,0
48744,15522,Yea,84,34,50,0
48745,15522,Nay,2,2,0,0
48746,15522,Not Voting,14,8,6,0
48747,15523,Yea,62,34,28,0
48748,15523,Nay,38,10,28,0
48749,15524,Yea,37,1,36,0
48750,15524,Nay,62,43,19,0
48751,15524,Not Voting,1,0,1,0
48752,15525,Yea,63,43,20,0
48753,15525,Nay,34,1,33,0
48754,15525,Not Voting,3,0,3,0
48755,15526,Yea,76,36,40,0
48756,15526,Nay,23,8,15,0
48757,15526,Not Voting,1,0,1,0
48758,15527,Yea,50,25,25,0
48759,15527,Nay,50,19,31,0
48760,15528,Yea,46,18,28,0
48761,15528,Nay,54,26,28,0
48762,15529,Yea,92,43,49,0
48763,15529,Nay,8,1,7,0
48764,15530,Yea,63,20,43,0
48765,15530,Nay,37,24,13,0
48766,15531,Yea,59,36,23,0
48767,15531,Nay,41,8,33,0
48768,15532,Yea,100,44,56,0
48769,15532,Nay,0,0,0,0
48770,15533,Yea,92,36,56,0
48771,15533,Nay,8,8,0,0
48772,15534,Yea,68,19,49,0
48773,15534,Nay,32,25,7,0
48774,15535,Yea,23,20,3,0
48775,15535,Nay,77,24,53,0
48776,15536,Yea,63,22,41,0
48777,15536,Nay,37,22,15,0
48778,15537,Yea,72,18,54,0
48779,15537,Nay,28,26,2,0
48780,15538,Yea,91,36,55,0
48781,15538,Nay,9,8,1,0
48782,15539,Yea,100,44,56,0
48783,15539,Nay,0,0,0,0
48784,15540,Yea,56,10,46,0
48785,15540,Nay,44,34,10,0
48786,15541,Yea,39,15,24,0
48787,15541,Nay,57,27,30,0
48788,15541,Not Voting,4,2,2,0
48789,15542,Yea,24,21,3,0
48790,15542,Nay,71,21,50,0
48791,15542,Not Voting,5,2,3,0
48792,15543,Yea,44,8,36,0
48793,15543,Nay,52,34,18,0
48794,15543,Not Voting,4,2,2,0
48795,15544,Yea,33,32,1,0
48796,15544,Nay,54,7,47,0
48797,15544,Not Voting,13,5,8,0
48798,15545,Yea,74,24,50,0
48799,15545,Nay,13,12,1,0
48800,15545,Not Voting,13,8,5,0
48801,15546,Yea,92,40,52,0
48802,15546,Nay,0,0,0,0
48803,15546,Not Voting,8,4,4,0
48804,15547,Yea,49,8,41,0
48805,15547,Nay,42,31,11,0
48806,15547,Not Voting,9,5,4,0
48807,15548,Yea,89,37,52,0
48808,15548,Nay,0,0,0,0
48809,15548,Not Voting,11,7,4,0
48810,15549,Yea,63,27,36,0
48811,15549,Nay,37,17,20,0
48812,15550,Yea,43,39,4,0
48813,15550,Nay,56,5,51,0
48814,15550,Not Voting,1,0,1,0
48815,15551,Yea,77,25,52,0
48816,15551,Nay,20,18,2,0
48817,15551,Not Voting,3,1,2,0
48818,15552,Yea,98,44,54,0
48819,15552,Nay,0,0,0,0
48820,15552,Not Voting,2,0,2,0
48821,15553,Yea,47,35,12,0
48822,15553,Nay,53,9,44,0
48823,15554,Yea,93,39,54,0
48824,15554,Nay,7,5,2,0
48825,15555,Yea,45,38,7,0
48826,15555,Nay,53,5,48,0
48827,15555,Not Voting,2,1,1,0
48828,15556,Yea,60,38,22,0
48829,15556,Nay,40,6,34,0
48830,15557,Yea,100,44,56,0
48831,15557,Nay,0,0,0,0
48832,15558,Yea,46,25,21,0
48833,15558,Nay,54,19,35,0
48834,15559,Yea,87,33,54,0
48835,15559,Nay,9,9,0,0
48836,15559,Not Voting,4,2,2,0
48837,15560,Yea,32,32,0,0
48838,15560,Nay,67,11,56,0
48839,15560,Not Voting,1,1,0,0
48840,15561,Yea,63,40,23,0
48841,15561,Nay,36,3,33,0
48842,15561,Not Voting,1,1,0,0
48843,15562,Yea,66,40,26,0
48844,15562,Nay,33,3,30,0
48845,15562,Not Voting,1,1,0,0
48846,15563,Yea,99,43,56,0
48847,15563,Nay,0,0,0,0
48848,15563,Not Voting,1,1,0,0
48849,15564,Yea,63,44,19,0
48850,15564,Nay,37,0,37,0
48851,15565,Yea,44,37,7,0
48852,15565,Nay,56,7,49,0
48853,15566,Yea,100,44,56,0
48854,15566,Nay,0,0,0,0
48855,15567,Yea,91,41,50,0
48856,15567,Nay,9,3,6,0
48857,15568,Yea,55,4,51,0
48858,15568,Nay,44,40,4,0
48859,15568,Not Voting,1,0,1,0
48860,15569,Yea,94,38,56,0
48861,15569,Nay,6,6,0,0
48862,15570,Yea,36,6,30,0
48863,15570,Nay,64,38,26,0
48864,15571,Yea,100,44,56,0
48865,15571,Nay,0,0,0,0
48866,15572,Yea,51,19,31,1
48867,15572,Nay,50,25,25,0
48868,15573,Yea,62,7,55,0
48869,15573,Nay,36,36,0,0
48870,15573,Not Voting,2,1,1,0
48871,15574,Yea,55,4,51,0
48872,15574,Nay,43,39,4,0
48873,15574,Not Voting,2,1,1,0
48874,15575,Yea,14,11,3,0
48875,15575,Nay,84,32,52,0
48876,15575,Not Voting,2,1,1,0
48877,15576,Yea,98,43,55,0
48878,15576,Nay,0,0,0,0
48879,15576,Not Voting,2,1,1,0
48880,15577,Yea,27,23,4,0
48881,15577,Nay,71,20,51,0
48882,15577,Not Voting,2,1,1,0
48883,15578,Yea,37,25,12,0
48884,15578,Nay,61,18,43,0
48885,15578,Not Voting,2,1,1,0
48886,15579,Yea,86,35,51,0
48887,15579,Nay,9,7,2,0
48888,15579,Not Voting,5,2,3,0
48889,15580,Yea,63,13,50,0
48890,15580,Nay,31,29,2,0
48891,15580,Present,1,1,0,0
48892,15580,Not Voting,5,1,4,0
48893,15581,Yea,68,21,47,0
48894,15581,Nay,26,22,4,0
48895,15581,Not Voting,6,1,5,0
48896,15582,Yea,94,43,51,0
48897,15582,Nay,0,0,0,0
48898,15582,Not Voting,6,1,5,0
48899,15583,Yea,91,41,50,0
48900,15583,Nay,0,0,0,0
48901,15583,Not Voting,9,3,6,0
48902,15584,Yea,100,44,56,0
48903,15584,Nay,0,0,0,0
48904,15585,Yea,54,0,54,0
48905,15585,Nay,46,44,2,0
48906,15586,Yea,66,21,45,0
48907,15586,Nay,34,23,11,0
48908,15587,Yea,87,32,55,0
48909,15587,Nay,13,12,1,0
48910,15588,Yea,88,34,54,0
48911,15588,Nay,12,10,2,0
48912,15589,Yea,95,39,56,0
48913,15589,Nay,5,5,0,0
48914,15590,Yea,38,6,32,0
48915,15590,Nay,62,38,24,0
48916,15591,Yea,40,6,34,0
48917,15591,Nay,60,38,22,0
48918,15592,Yea,53,10,43,0
48919,15592,Nay,47,34,13,0
48920,15593,Yea,21,16,5,0
48921,15593,Nay,77,28,49,0
48922,15593,Not Voting,2,0,2,0
48923,15594,Yea,38,38,0,0
48924,15594,Nay,60,6,54,0
48925,15594,Not Voting,2,0,2,0
48926,15595,Yea,54,38,16,0
48927,15595,Nay,44,6,38,0
48928,15595,Not Voting,2,0,2,0
48929,15596,Yea,56,10,46,0
48930,15596,Nay,44,34,10,0
48931,15597,Yea,58,37,21,0
48932,15597,Nay,42,7,35,0
48933,15598,Yea,94,38,56,0
48934,15598,Nay,6,6,0,0
48935,15599,Yea,86,32,54,0
48936,15599,Nay,14,12,2,0
48937,15600,Yea,99,44,55,0
48938,15600,Nay,0,0,0,0
48939,15600,Not Voting,1,0,1,0
48940,15601,Yea,99,44,55,0
48941,15601,Nay,0,0,0,0
48942,15601,Not Voting,1,0,1,0
48943,15602,Yea,97,43,54,0
48944,15602,Nay,2,1,1,0
48945,15602,Not Voting,1,0,1,0
48946,15603,Yea,36,36,0,0
48947,15603,Nay,59,3,56,0
48948,15603,Not Voting,5,5,0,0
48949,15604,Yea,78,28,50,0
48950,15604,Nay,16,13,3,0
48951,15604,Not Voting,6,3,3,0
48952,15605,Yea,55,2,53,0
48953,15605,Nay,42,41,1,0
48954,15605,Not Voting,3,1,2,0
48955,15606,Yea,100,44,56,0
48956,15606,Nay,0,0,0,0
48957,15607,Yea,94,39,55,0
48958,15607,Nay,4,4,0,0
48959,15607,Not Voting,2,1,1,0
48960,15608,Yea,100,44,56,0
48961,15608,Nay,0,0,0,0
48962,15609,Yea,88,34,54,0
48963,15609,Nay,10,8,2,0
48964,15609,Not Voting,2,2,0,0
48965,15610,Yea,61,6,55,0
48966,15610,Nay,39,38,1,0
48967,15611,Yea,61,7,54,0
48968,15611,Nay,38,36,2,0
48969,15611,Not Voting,1,1,0,0
48970,15612,Yea,61,7,54,0
48971,15612,Nay,38,36,2,0
48972,15612,Not Voting,1,1,0,0
48973,15613,Yea,97,42,55,0
48974,15613,Nay,1,0,1,0
48975,15613,Not Voting,2,2,0,0
48976,15614,Yea,80,26,54,0
48977,15614,Nay,18,16,2,0
48978,15614,Not Voting,2,2,0,0
48979,15615,Yea,94,42,52,0
48980,15615,Nay,4,0,4,0
48981,15615,Not Voting,2,2,0,0
48982,15616,Yea,74,23,51,0
48983,15616,Nay,19,17,2,0
48984,15616,Not Voting,7,4,3,0
48985,15617,Yea,92,43,49,0
48986,15617,Nay,6,0,6,0
48987,15617,Not Voting,2,1,1,0
48988,15618,Yea,94,38,56,0
48989,15618,Nay,5,5,0,0
48990,15618,Not Voting,1,1,0,0
48991,15619,Yea,71,20,51,0
48992,15619,Nay,27,22,5,0
48993,15619,Not Voting,2,2,0,0
48994,15620,Yea,96,40,56,0
48995,15620,Nay,2,2,0,0
48996,15620,Not Voting,2,2,0,0
48997,15621,Yea,93,39,54,0
48998,15621,Nay,0,0,0,0
48999,15621,Not Voting,7,5,2,0
49000,15622,Yea,73,19,54,0
49001,15622,Nay,20,20,0,0
49002,15622,Not Voting,7,5,2,0
49003,15623,Yea,90,37,53,0
49004,15623,Nay,9,7,2,0
49005,15623,Not Voting,1,0,1,0
49006,15624,Yea,28,21,7,0
49007,15624,Nay,72,23,49,0
49008,15625,Yea,45,34,11,0
49009,15625,Nay,55,10,45,0
49010,15626,Yea,57,6,51,0
49011,15626,Nay,43,38,5,0
49012,15627,Yea,83,30,53,0
49013,15627,Nay,16,14,2,0
49014,15627,Not Voting,1,0,1,0
49015,15628,Yea,92,37,55,0
49016,15628,Nay,7,7,0,0
49017,15628,Not Voting,1,0,1,0
49018,15629,Yea,89,34,55,0
49019,15629,Nay,11,10,1,0
49020,15630,Yea,58,36,22,0
49021,15630,Nay,41,8,33,0
49022,15630,Not Voting,1,0,1,0
49023,15631,Yea,52,2,50,0
49024,15631,Nay,46,40,6,0
49025,15631,Not Voting,2,2,0,0
49026,15632,Yea,76,20,56,0
49027,15632,Nay,19,19,0,0
49028,15632,Not Voting,5,5,0,0
49029,15633,Yea,63,7,56,0
49030,15633,Nay,32,32,0,0
49031,15633,Not Voting,5,5,0,0
49032,15634,Yea,90,35,55,0
49033,15634,Nay,7,7,0,0
49034,15634,Not Voting,3,2,1,0
49035,15635,Yea,85,33,52,0
49036,15635,Nay,12,9,3,0
49037,15635,Not Voting,3,2,1,0
49038,15636,Yea,63,14,49,0
49039,15636,Nay,35,29,6,0
49040,15636,Not Voting,2,1,1,0
49041,15637,Yea,75,20,55,0
49042,15637,Nay,24,23,1,0
49043,15637,Not Voting,1,1,0,0
49044,15638,Yea,77,23,54,0
49045,15638,Nay,20,20,0,0
49046,15638,Not Voting,3,1,2,0
49047,15639,Yea,52,7,45,0
49048,15639,Nay,46,36,10,0
49049,15639,Not Voting,2,1,1,0
49050,15640,Yea,91,40,51,0
49051,15640,Nay,8,3,5,0
49052,15640,Not Voting,1,1,0,0
49053,15641,Yea,88,41,47,0
49054,15641,Nay,0,0,0,0
49055,15641,Not Voting,12,3,9,0
49056,15642,Yea,55,9,46,0
49057,15642,Nay,42,34,8,0
49058,15642,Not Voting,3,1,2,0
49059,15643,Yea,68,14,54,0
49060,15643,Nay,23,23,0,0
49061,15643,Not Voting,9,7,2,0
49062,15644,Yea,59,29,30,0
49063,15644,Nay,30,9,21,0
49064,15644,Not Voting,11,6,5,0
49065,15645,Yea,68,31,37,0
49066,15645,Nay,32,15,17,0
49067,15646,Yea,76,35,41,0
49068,15646,Nay,24,11,13,0
49069,15647,Yea,76,53,23,0
49070,15647,Nay,19,0,19,0
49071,15647,Not Voting,5,0,5,0
49072,15648,Yea,52,49,3,0
49073,15648,Nay,39,2,37,0
49074,15648,Not Voting,9,2,7,0
49075,15649,Yea,74,51,23,0
49076,15649,Nay,17,0,17,0
49077,15649,Not Voting,9,2,7,0
49078,15650,Yea,30,0,30,0
49079,15650,Nay,53,50,3,0
49080,15650,Not Voting,17,3,14,0
49081,15651,Yea,56,49,7,0
49082,15651,Nay,23,0,23,0
49083,15651,Not Voting,21,4,17,0
49084,15652,Yea,55,53,2,0
49085,15652,Nay,44,0,44,0
49086,15652,Not Voting,1,0,1,0
49087,15653,Yea,55,52,3,0
49088,15653,Nay,44,1,43,0
49089,15653,Not Voting,1,0,1,0
49090,15654,Yea,79,53,26,0
49091,15654,Nay,20,0,20,0
49092,15654,Not Voting,1,0,1,0
49093,15655,Yea,64,52,12,0
49094,15655,Nay,35,1,34,0
49095,15655,Not Voting,1,0,1,0
49096,15656,Yea,54,53,1,0
49097,15656,Nay,45,0,45,0
49098,15656,Not Voting,1,0,1,0
49099,15657,Yea,56,53,3,0
49100,15657,Nay,43,0,43,0
49101,15657,Not Voting,1,0,1,0
49102,15658,Yea,99,53,46,0
49103,15658,Nay,0,0,0,0
49104,15658,Not Voting,1,0,1,0
49105,15659,Yea,61,53,8,0
49106,15659,Nay,38,0,38,0
49107,15659,Not Voting,1,0,1,0
49108,15660,Yea,98,53,45,0
49109,15660,Nay,1,0,1,0
49110,15660,Not Voting,1,0,1,0
49111,15661,Yea,88,50,38,0
49112,15661,Nay,3,2,1,0
49113,15661,Not Voting,9,1,8,0
49114,15662,Yea,53,51,2,0
49115,15662,Nay,38,0,38,0
49116,15662,Not Voting,9,2,7,0
49117,15663,Yea,54,50,4,0
49118,15663,Nay,35,0,35,0
49119,15663,Not Voting,11,3,8,0
49120,15664,Yea,88,48,40,0
49121,15664,Nay,0,0,0,0
49122,15664,Not Voting,12,5,7,0
49123,15665,Yea,88,48,40,0
49124,15665,Nay,0,0,0,0
49125,15665,Not Voting,12,5,7,0
49126,15666,Yea,55,51,4,0
49127,15666,Nay,39,0,39,0
49128,15666,Not Voting,6,2,4,0
49129,15667,Yea,52,50,2,0
49130,15667,Nay,42,0,42,0
49131,15667,Not Voting,6,3,3,0
49132,15668,Yea,27,0,27,0
49133,15668,Nay,66,49,17,0
49134,15668,Not Voting,7,4,3,0
49135,15669,Yea,99,53,46,0
49136,15669,Nay,1,0,1,0
49137,15670,Yea,93,46,47,0
49138,15670,Nay,5,5,0,0
49139,15670,Not Voting,2,2,0,0
49140,15671,Yea,99,52,47,0
49141,15671,Nay,0,0,0,0
49142,15671,Not Voting,1,1,0,0
49143,15672,Yea,99,53,46,0
49144,15672,Nay,0,0,0,0
49145,15672,Not Voting,1,0,1,0
49146,15673,Yea,54,53,1,0
49147,15673,Nay,44,0,44,0
49148,15673,Present,1,0,1,0
49149,15673,Not Voting,1,0,1,0
49150,15674,Yea,73,52,21,0
49151,15674,Nay,25,0,25,0
49152,15674,Not Voting,2,1,1,0
49153,15675,Yea,53,52,1,0
49154,15675,Nay,44,0,44,0
49155,15675,Not Voting,3,1,2,0
49156,15676,Yea,96,51,45,0
49157,15676,Nay,0,0,0,0
49158,15676,Not Voting,4,2,2,0
49159,15677,Yea,55,52,3,0
49160,15677,Nay,42,0,42,0
49161,15677,Not Voting,3,1,2,0
49162,15678,Yea,54,52,2,0
49163,15678,Nay,43,0,43,0
49164,15678,Not Voting,3,1,2,0
49165,15679,Yea,55,52,3,0
49166,15679,Nay,42,0,42,0
49167,15679,Not Voting,3,1,2,0
49168,15680,Yea,55,52,3,0
49169,15680,Nay,42,0,42,0
49170,15680,Not Voting,3,1,2,0
49171,15681,Yea,55,52,3,0
49172,15681,Nay,42,0,42,0
49173,15681,Not Voting,3,1,2,0
49174,15682,Yea,55,52,3,0
49175,15682,Nay,42,0,42,0
49176,15682,Not Voting,3,1,2,0
49177,15683,Yea,63,52,11,0
49178,15683,Nay,34,0,34,0
49179,15683,Not Voting,3,1,2,0
49180,15684,Yea,52,52,0,0
49181,15684,Nay,44,0,44,0
49182,15684,Present,1,0,1,0
49183,15684,Not Voting,3,1,2,0
49184,15685,Yea,58,52,6,0
49185,15685,Nay,39,0,39,0
49186,15685,Not Voting,3,1,2,0
49187,15686,Yea,57,52,5,0
49188,15686,Nay,40,0,40,0
49189,15686,Not Voting,3,1,2,0
49190,15687,Yea,55,51,4,0
49191,15687,Nay,41,0,41,0
49192,15687,Not Voting,4,2,2,0
49193,15688,Yea,96,51,45,0
49194,15688,Nay,0,0,0,0
49195,15688,Not Voting,4,2,2,0
49196,15689,Yea,54,52,2,0
49197,15689,Nay,45,0,45,0
49198,15689,Not Voting,1,1,0,0
49199,15690,Yea,55,51,4,0
49200,15690,Nay,44,1,43,0
49201,15690,Not Voting,1,1,0,0
49202,15691,Yea,99,52,47,0
49203,15691,Nay,0,0,0,0
49204,15691,Not Voting,1,1,0,0
49205,15692,Yea,98,51,47,0
49206,15692,Nay,0,0,0,0
49207,15692,Not Voting,2,2,0,0
49208,15693,Yea,58,49,9,0
49209,15693,Nay,40,2,38,0
49210,15693,Not Voting,2,2,0,0
49211,15694,Yea,63,52,11,0
49212,15694,Nay,36,0,36,0
49213,15694,Not Voting,1,1,0,0
49214,15695,Yea,100,53,47,0
49215,15695,Nay,0,0,0,0
49216,15696,Yea,44,4,40,0
49217,15696,Nay,56,49,7,0
49218,15697,Yea,83,48,35,0
49219,15697,Nay,16,5,11,0
49220,15697,Not Voting,1,0,1,0
49221,15698,Yea,62,53,9,0
49222,15698,Nay,38,0,38,0
49223,15699,Yea,99,52,47,0
49224,15699,Nay,0,0,0,0
49225,15699,Not Voting,1,1,0,0
49226,15700,Yea,53,52,1,0
49227,15700,Nay,46,0,46,0
49228,15700,Not Voting,1,1,0,0
49229,15701,Yea,62,52,10,0
49230,15701,Nay,37,0,37,0
49231,15701,Not Voting,1,1,0,0
49232,15702,Yea,93,50,43,0
49233,15702,Nay,6,2,4,0
49234,15702,Not Voting,1,1,0,0
49235,15703,Yea,54,50,4,0
49236,15703,Nay,43,1,42,0
49237,15703,Not Voting,3,2,1,0
49238,15704,Yea,53,51,2,0
49239,15704,Nay,43,0,43,0
49240,15704,Not Voting,4,2,2,0
49241,15705,Yea,52,51,1,0
49242,15705,Nay,43,0,43,0
49243,15705,Not Voting,5,2,3,0
49244,15706,Yea,58,51,7,0
49245,15706,Nay,39,0,39,0
49246,15706,Not Voting,3,2,1,0
49247,15707,Yea,86,51,35,0
49248,15707,Nay,10,0,10,0
49249,15707,Not Voting,4,2,2,0
49250,15708,Yea,56,53,3,0
49251,15708,Nay,44,0,44,0
49252,15709,Yea,87,50,37,0
49253,15709,Nay,10,2,8,0
49254,15709,Not Voting,3,1,2,0
49255,15710,Yea,91,45,46,0
